-4.035899396079672385e+01	-4.170943258625665351e+01	-3.844567911989635434e+00	-2.162784925368299582e-02
-6.025790304547172838e+01	-4.012857567550492632e+01	-2.530270605817295149e+01	-1.026023710437584668e-11
-4.239114081877955442e+01	-4.023848334940920068e+01	-7.326694118397085731e+00	-6.579608308356910129e-04
-4.755073962774856255e+01	-4.012917370649589799e+01	-1.259494799854806502e+01	-3.389099504147452535e-06
-5.729855938123644421e+01	-4.012857570862159662e+01	-2.234336236100860162e+01	-1.978790464818303008e-10
-4.117957632515231836e+01	-4.055872457317210689e+01	-5.797270886222975150e+00	-3.040446046881584152e-03
-4.190322535961310990e+01	-4.031435459911156016e+01	-6.763405404800693077e+00	-1.155956103247035571e-03
-4.947640938337200112e+01	-4.012866283150761149e+01	-1.452112573386512651e+01	-4.938048263625205436e-07
-4.044842000822102079e+01	-4.142415980842888246e+01	-4.212558066407730450e+00	-1.491917841971002190e-02
-4.899506050015281033e+01	-4.012871672112913046e+01	-1.403972326636502999e+01	-7.991454538114339812e-07
-4.348679275104517217e+01	-4.016399276404509067e+01	-8.496382901715527680e+00	-2.042265195498771391e-04
-4.253925803895477031e+01	-4.022261609149187223e+01	-7.490579111114975319e+00	-5.584754561809290863e-04
-4.467735529695873709e+01	-4.013921214919908209e+01	-9.711582415569431248e+00	-6.057961389416277598e-05
-4.049110377612576883e+01	-4.131902288434842774e+01	-4.358341794959606830e+00	-1.288221498635522266e-02
-4.012857567739415998e+01	-5.954341778802969287e+01	-6.531469125548028387e-07	-1.424146407558654914e+01
-4.559674498057567860e+01	-4.013280354726198595e+01	-1.063734412450028799e+01	-2.400299069904576754e-05
-4.044539117385580340e+01	-4.143224044006536388e+01	-4.201614017796025280e+00	-1.508459580970367142e-02
-4.137881381541181725e+01	-4.046605962866421180e+01	-6.088404479390810309e+00	-2.271604447308561703e-03
-4.139006105997743390e+01	-4.046158013485959515e+01	-6.104095811885429157e+00	-2.236198571722525230e-03
-5.377641638003285607e+01	-4.012857685624065596e+01	-1.882121821868766176e+01	-6.699600874071620638e-09
-4.378044136853164048e+01	-4.259657132778217203e+01	-6.358981358295501707e+00	-1.732629350151171366e-03
-4.468127974719514128e+01	-4.242957621951865832e+01	-7.425678150133080635e+00	-5.959342607155804217e-04
-4.993811043961405005e+01	-4.233002826577323674e+01	-1.278146367446503007e+01	-2.812428341769646067e-06
-4.721515870829870209e+01	-4.233711503248652264e+01	-1.005146548744511392e+01	-4.312343703816168272e-05
-4.287516469645085948e+01	-4.319578335183550877e+01	-4.860536518177809739e+00	-7.776485366569829694e-03
-4.923401142555442789e+01	-4.233053575076543495e+01	-1.207686005266113227e+01	-5.689676257247811009e-06
-5.461180936416593568e+01	-4.232953659909425426e+01	-1.745565147951619878e+01	-2.624864237077417783e-08
-5.758190363244106891e+01	-4.232953220362388436e+01	-2.042575011835957355e+01	-1.346506905974820256e-09
-5.688867916681436299e+01	-4.232953244133333470e+01	-1.973252541637014446e+01	-2.693226974770368543e-09
-4.313941160385622453e+01	-4.291815988890133582e+01	-5.399161022766953977e+00	-4.530619616168962693e-03
-4.405381677700519560e+01	-4.252591251860931720e+01	-6.702511525300799633e+00	-1.228578709032035476e-03
-4.602839473150240934e+01	-4.235459509755795438e+01	-8.847322098688692904e+00	-1.437765483345287976e-04
-4.286805108391036612e+01	-4.320566942228224860e+01	-4.843669637142852480e+00	-7.909287318852875615e-03
-4.550509194489366394e+01	-4.237220014989999584e+01	-8.306517416081163674e+00	-2.469328915992718976e-04
-5.198811227144138769e+01	-4.232959584313213242e+01	-1.483189547840608213e+01	-3.619009447675125557e-07
-4.352102495980432906e+01	-4.269160344858962475e+01	-6.005268970371545834e+00	-2.468770960945221304e-03
-4.232988095922752336e+01	-5.029016435916135208e+01	-5.978815425262240524e-02	-2.846692865990576138e+00
-4.268422808964275106e+01	-4.353813730251399505e+01	-4.332688656996197096e+00	-1.321918167155189394e-02
-4.406168792443570936e+01	-4.252421270845021439e+01	-6.712070787424920582e+00	-1.216883243543520621e-03
-5.094977961335077055e+01	-4.232971239779780603e+01	-1.379344692605820200e+01	-1.022309355391826102e-06
-8.129238068761424074e-04	-7.115279619275803213e+00	-2.536103033261132822e+01	-2.730211833988436609e+01
-7.823786063454463147e-09	-1.866751342278160308e+01	-2.522689627810171231e+01	-3.872103100486364013e+01
-9.477219009568216279e-11	-2.320374679250280536e+01	-2.522689491385332161e+01	-4.325726301806547980e+01
-7.414981126984585558e-01	-6.470266342756545441e-01	-3.049988650618507080e+01	-2.523203633956637049e+01
-1.447467596449314442e-06	-1.344570338357672057e+01	-2.522715035747884116e+01	-3.349947360539206187e+01
-1.372817592937281006e-08	-1.810462198584118454e+01	-2.522689732028563725e+01	-3.815814060420276377e+01
-7.624967752150695333e+00	-4.882301598172489321e-04	-3.802475587595374407e+01	-2.522689766576696968e+01
-1.750641589018897548e-02	-4.053928281786340904e+00	-2.664208461841487718e+01	-2.550512779611513992e+01
-7.797808495624281022e-03	-4.857808918961730171e+00	-2.609474013735523812e+01	-2.577137255962545481e+01
-3.327861547056443214e-03	-5.707088831996685485e+00	-2.568960952764009420e+01	-2.621999180989384826e+01
-1.723563514133275021e-10	-2.254784002606395887e+01	-2.522689492754758334e+01	-4.260135626524330377e+01
-1.003188360471085616e-04	-9.207207352877354367e+00	-2.524444812040402297e+01	-2.927817646624944103e+01
-5.831540385031530604e-03	-5.147388451676356169e+00	-2.593607954093646129e+01	-2.590425776403192515e+01
-1.237349843563606555e-05	-1.129996067697710060e+01	-2.522907657777823687e+01	-3.135564619306099843e+01
-3.932374801252080943e-05	-1.014370188982818632e+01	-2.523381209731405761e+01	-3.020409597519832801e+01
-2.063632869026690742e+00	-1.358103146653633075e-01	-3.232891991660752495e+01	-2.522771867405028701e+01
-1.048888577770412667e-06	-1.376779052583834329e+01	-2.522708001962390512e+01	-3.382149080837779564e+01
-1.451894859742708377e-02	-4.239551374606897127e+00	-2.650265904555909913e+01	-2.555431278337267997e+01
-1.626705512217085925e-02	-4.126735877174482425e+00	-2.658653265238683616e+01	-2.552362278624326564e+01
-9.407119683011821110e+00	-8.214057261568541435e-05	-3.980731159509171846e+01	-2.522689536445660963e+01
-3.304865370903229405e+01	-3.133913694379090487e+01	-6.883920099715560070e+00	-1.024646278295904267e-03
-3.240885236504890088e+01	-3.151605663281851832e+01	-6.068491765029321527e+00	-2.317344603056881169e-03
-3.129843433263401664e+01	-3.330946654991018363e+01	-3.203801519756105165e+00	-4.145504883639716809e-02
-4.162807451850957818e+01	-3.117284381945658822e+01	-1.562860955039666067e+01	-1.631478028230048949e-07
-3.596159713687016790e+01	-3.118117243588687870e+01	-9.953850934500842129e+00	-4.754532167083880267e-05
-4.236298174022385155e+01	-3.117282883203923660e+01	-1.636353167461685842e+01	-7.823636849479953526e-08
-4.046463832007890460e+01	-3.117290720171548912e+01	-1.446511032881420533e+01	-5.222549219752181671e-07
-3.607309990838336233e+01	-3.118028733287327015e+01	-1.006623375495075123e+01	-4.249124476984889043e-05
-3.117281502928898362e+01	-4.999896072454777141e+01	-1.176734215846408915e-06	-1.365276818379710022e+01
-3.341063231560539748e+01	-3.128563789686306507e+01	-7.299049516820517169e+00	-6.764098823026643004e-04
-3.138426506972197672e+01	-3.283044426868994492e+01	-3.750974727213559845e+00	-2.377523798563885293e-02
-3.401338769863005496e+01	-3.123298147951382475e+01	-7.954136175504118000e+00	-3.512681920057048046e-04
-3.710417549688723682e+01	-3.117547342068495198e+01	-1.110209584519581227e+01	-1.508079763823388930e-05
-3.176793643776480991e+01	-3.197465181387855893e+01	-4.973605512992932631e+00	-6.942200910778240086e-03
-3.725590439484459182e+01	-3.117509874686830074e+01	-1.125419728907278483e+01	-1.295290059744047539e-05
-3.278937617334349852e+01	-3.139418566443036696e+01	-6.569972017240097273e+00	-1.402820131090720679e-03
-3.951040489839550673e+01	-3.117305439977872084e+01	-1.351073054314021249e+01	-1.356327544499436044e-06
-3.691850543623935721e+01	-3.117601666929157034e+01	-1.091588562263889628e+01	-1.816749522731697652e-05
-3.117281502263298165e+01	-5.643653957383890685e+01	-1.883130096302920720e-09	-2.009034586489315899e+01
-3.117281504150767546e+01	-4.895769369680348859e+01	-3.333453761911187030e-06	-1.261150330055367874e+01
-2.991669622716131016e-04	-8.114658317940069310e+00	-3.630727036086538106e+01	-3.924825082364728956e+01
-1.636119058900931122e-06	-1.332318436648538551e+01	-3.625609260653468624e+01	-4.440589664870511655e+01
-9.455234227840492167e-02	-2.405505404104808065e+00	-3.917378718669532134e+01	-3.631136156032584950e+01
-1.023633605342411101e-03	-6.884908396816946663e+00	-3.642197425255122312e+01	-3.813248032756692396e+01
-2.346425276300578844e-10	-2.217295123951061697e+01	-3.625580389769900336e+01	-5.325537644877909571e+01
-1.409548964588225317e-04	-8.867141078648486996e+00	-3.628038107792234968e+01	-3.997400251347850286e+01
-5.597080386294805976e-04	-7.488375110752087949e+00	-3.635004240139218012e+01	-3.866447911590974940e+01
-1.057982497816567502e-02	-4.554091644026556196e+00	-3.731267728162490016e+01	-3.668281041247740859e+01
-6.855023585643493789e-04	-7.285701349919960990e+00	-3.637006036366194905e+01	-3.848169752302747781e+01
-2.536341125534136154e-04	-8.279744645604480979e+00	-3.629960510785103622e+01	-3.940571743114706749e+01
-1.311945396764713223e-08	-1.814916975687783918e+01	-3.625580617199656785e+01	-4.923159722755909229e+01
-3.569203421633915241e-04	-7.938176387138433654e+00	-3.631690961106896509e+01	-3.908135038966933905e+01
-1.313256478638891167e-04	-8.937896119983186338e+00	-3.627872107824413916e+01	-4.004310718438356531e+01
-1.232789239423937033e-02	-4.402048523401617786e+00	-3.741565762091870795e+01	-3.663199956373019006e+01
-4.732008044072699704e-06	-1.226116327758708735e+01	-3.625663875733709318e+01	-4.334441861472024726e+01
-1.722554543448495679e-08	-1.787687217758231384e+01	-3.625580689676243651e+01	-4.895930036892332282e+01
-1.487783931044141639e+00	-2.560188849371414221e-01	-4.266259925843733924e+01	-3.625745552413444273e+01
-7.533361978683998927e-01	-6.363761300887418315e-01	-4.155117000633011770e+01	-3.626083125035457755e+01
-1.193710954794369172e-05	-1.133586452938873634e+01	-3.625790867381665805e+01	-4.242038257789995725e+01
-9.148303345796193753e-05	-9.299402770744642055e+00	-3.627182328487419483e+01	-4.039775588438947551e+01
-3.060927690895115916e+01	-2.881686950227005184e+01	-6.966729270815513075e+00	-9.431759385236659909e-04
-2.890858068342085119e+01	-3.018654240312194759e+01	-3.915547869032359074e+00	-2.013090053757338183e-02
-3.794187949415914574e+01	-2.866290472167482761e+01	-1.445235398964020135e+01	-5.289599869229277829e-07
-4.137535071709083923e+01	-2.866281437234641771e+01	-1.788591505001112125e+01	-1.707083896462791017e-08
-3.464648805117126784e+01	-2.866533408428178831e+01	-1.115454696525965517e+01	-1.431017428643599487e-05
-2.875794106681539830e+01	-3.106251314791902729e+01	-2.924020505373157164e+00	-5.521389828090406127e-02
-2.866281137157047709e+01	-4.687372886992429954e+01	-2.177050163254534709e-06	-1.303754098720809651e+01
-3.238637964362702348e+01	-2.868725534219878170e+01	-8.872643171049531929e+00	-1.401814253938482580e-04
-2.981747344846713332e+01	-2.904138726837479823e+01	-5.952068710706136301e+00	-2.603842417919111085e-03
-3.160035778170930598e+01	-2.871726289684869471e+01	-8.056790565674177174e+00	-3.169926176838089305e-04
-2.985884343883581948e+01	-2.902290886886180488e+01	-6.011766021769027191e+00	-2.452763599130491912e-03
-2.866281372353886070e+01	-4.161784015324619190e+01	-4.172369106782980452e-04	-7.782064978422127410e+00
-3.586995364458893221e+01	-2.866355290659164723e+01	-1.237978362890132900e+01	-4.202708147715839004e-06
-3.036152875835092146e+01	-2.886482716214239730e+01	-6.671347777718082739e+00	-1.267493313676482103e-03
-2.881336095627015936e+01	-3.063060465419899003e+01	-3.390410583788913357e+00	-3.427559352186904107e-02
-2.882011912676004783e+01	-3.058998547312117466e+01	-3.436227572111029360e+00	-3.271523027627409874e-02
-3.096289799758068995e+01	-2.876844986668488247e+01	-7.368457858429849239e+00	-6.310393381667722679e-04
-2.891333693858131682e+01	-3.016965463809838610e+01	-3.936765075553772419e+00	-1.970408687495961431e-02
-2.875313667057174882e+01	-3.111197164889111377e+01	-2.872748520577474096e+00	-5.820481070095695486e-02
-3.000258746958848377e+01	-2.896649314679250864e+01	-6.211481289639195325e+00	-2.008278647338102019e-03
-3.648092018626602595e+01	-3.918122858909178063e+01	-2.554028473200510518e+00	-8.095818783036889954e-02
-5.345342199398522354e+01	-3.641589608271907963e+01	-2.221090459968791464e+01	-2.259028519802086521e-10
-4.641771852235022067e+01	-3.641594136113599944e+01	-1.517515610616190713e+01	-2.567517967122512346e-07
-3.641607366472833718e+01	-4.505183836745161585e+01	-3.087333547987469728e-02	-3.493259350007242858e+00
-3.645425758272106265e+01	-3.969571538354959017e+01	-2.067211677505390810e+00	-1.352907901380291378e-01
-4.627895431952604355e+01	-3.641594810708303243e+01	-1.503638519561099685e+01	-2.949721036316077516e-07
-3.974136896528968776e+01	-3.645251387741375737e+01	-8.462445053298466746e+00	-2.112772266400497756e-04
-3.666753525968341165e+01	-3.791883750966373867e+01	-3.941682907725827079e+00	-1.960646951026490115e-02
-3.832488011628148428e+01	-3.657633584327324883e+01	-6.922908407699296163e+00	-9.854464951644104076e-04
-3.739972762574095810e+01	-3.688410259136777114e+01	-5.692380974886361855e+00	-3.377252317278589544e-03
-4.330956220993886774e+01	-3.641691074631312830e+01	-1.206603590341845944e+01	-5.751596859226992819e-06
-3.907880581161925448e+01	-3.648819256297061742e+01	-7.764416604246896725e+00	-4.246674023775653950e-04
-4.640771752768758773e+01	-3.641594181664834906e+01	-1.516515465856767975e+01	-2.593325731936602097e-07
-3.918610104178340947e+01	-3.648059368108236100e+01	-7.879264631850034561e+00	-3.785829531040008078e-04
-3.758154819941933766e+01	-3.678945458153709325e+01	-5.968034852412806401e+00	-2.562546334679893789e-03
-5.379601976791312268e+01	-3.641589607115238891e+01	-2.255350238511697114e+01	-1.603766008884122130e-10
-4.388134354180896679e+01	-3.641646873561263220e+01	-1.263825673984682396e+01	-3.245454628597599367e-06
-3.661863372962156404e+01	-3.811139518428009865e+01	-3.705512178021088232e+00	-2.489494448374784952e-02
-4.813583125095899362e+01	-3.641590417299479299e+01	-1.689330581222076688e+01	-4.606069836654569372e-08
-3.746480475999304360e+01	-3.684717113945598044e+01	-5.794062540164297559e+00	-3.050231431345196143e-03
-3.926942058603522412e+01	-3.857214872948944162e+01	-5.873467610608813061e+00	-2.817065867162682480e-03
-4.753123578141460825e+01	-3.816814245440670561e+01	-1.453647250148814862e+01	-4.862843709929620672e-07
-3.878875851628218641e+01	-3.893931020179724101e+01	-5.029391292571304461e+00	-6.564289890469865441e-03
-3.816878485428019019e+01	-4.539331384220430721e+01	-1.209663236155549271e-01	-2.172116623343789854e+00
-4.156933720385012521e+01	-3.820195530680898344e+01	-8.540955907790007018e+00	-1.953225529760516110e-04
-4.896464693408091762e+01	-3.816807709330338128e+01	-1.596994864494175914e+01	-1.159683407081502082e-07
